单位名称,统一社会信用代码,住所,环评工程师数量,主要编制人员数量,当前状态,第1记分周期,第2记分周期,第3记分周期,第4记分周期,第5记分周期
河南鹿鸣水利环境有限公司,91410100MA9H3CM32W,河南省-信阳市-羊山新区-新十一大街与文博路口东方今典中央城B区1号楼1单元2902室,1,2,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
江西格林环保科技有限公司,91360100672407276N,江西省-南昌市-红谷滩新区-绿地国际博览城JLH605-B03地块1＃、2＃商业、展览、办公楼2＃1305室,1,3,正常公开,1:2020:0,2:2021:0,3:2022:2,4:2023:0,5::-
力鸿集团之恒环境科技（天津）有限公司,91120104MA06FECD5E,天津市-天津市-静海区-静海经济开发区广海道9号（天津华厦科技孵化器5号楼1门）,1,6,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
南京泽恒环保科技有限公司,91320115MA1P2LJ78P,江苏省-南京市-江宁区-竹山路555号有志大厦B2座609室,1,5,正常公开,1:2021:0,2:2022:0,3:2023:5,4::-,5::-
阿拉尔市天承环境科技有限公司,91659002MA78YAX50A,新疆维吾尔自治区-自治区直辖县级行政区划-阿拉尔市-大学生创业园2号楼1-618室,1,2,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
江西罡德环保科技有限公司,91360106MA3ADAA468,江西省-南昌市-南昌高新技术产业开发区-艾溪湖北路77号新城吾悦广场A座2406,1,4,正常公开,1:2023:0,2::-,3::-,4::-,5::-
黑龙江策润科技发展有限公司,91230199MA1CD6XE1E,黑龙江省-哈尔滨市-平房区-哈尔滨经开区哈平路集中区松花路9号中国云谷软件园A1号楼202室,1,0,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
无锡市泽成环境科技有限公司,91320213MA1Y5DEX11,江苏省-无锡市-梁溪区-时代上河苑30-32-1809,1,5,正常公开,1:2019:0,2:2020:0,3:2021:5,4:2022:0,5:2023:0
保定耐思环保科技有限公司,91130605347790857K,河北省-保定市-莲池区-东关街道办事处东风东路379号办公楼六楼606室商用,1,0,正常公开,1:2019:0,2:2020:0,3:2021:2,4:2022:0,5:2023:0
四川倍诚恒越环保科技有限公司,91510104MA6ARTY42C,四川省-成都市-锦江区-一环路东五段46号,1,7,正常公开,1:2022:0,2:2023:5,3::-,4::-,5::-
安徽瑞柏思环保科技有限公司,91340100MA2T82TT8K,安徽省-合肥市-包河区-庐州大道897号五月花小区D幢712室,1,1,正常公开,1:2020:0,2:2021:5,3:2022:0,4:2023:0,5::-
长春市盛德环保服务有限公司,91220106309984984Q,吉林省-长春市-绿园区-支农大街3543号梧桐花园二期17[幢]606号房,1,4,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
海南深鸿亚环保科技有限公司,91460200MA5RCKD62G,海南省-三亚市-吉阳区-河东路138号环建大厦9楼,1,3,正常公开,1:2019:7,2:2020:15,3:2021:5,4:2022:0,5:2023:0
新疆中环合创工程技术咨询有限公司,916501000531584261,新疆维吾尔自治区-乌鲁木齐市-经济技术开发区-玄武湖路555号万达中心401,1,4,正常公开,1:2019:5,2:2020:10,3:2021:0,4:2022:0,5:2023:0
内蒙古蒙源环保科技有限责任公司,91150100797150718C,内蒙古自治区-呼和浩特市-市辖区-如意开发区TCL手机工业园一楼南侧,1,4,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
佛山市环晟生态环境科技有限公司,91440605MA53ETTU44,广东省-佛山市-南海区-大沥镇水头社区蛇龙四股份经济合作社九龙北壹号12层1209号,1,4,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
莱诺（广州）生态环境有限公司,91440101MA5CWGMR6K,广东省-广州市-黄埔区-黄埔东路1080号1215房,1,4,正常公开,1:2020:5,2:2021:0,3:2022:0,4:2023:0,5:2023:0
东莞市立莱乔生态环境科技有限公司,91441900MACW3A2H35,广东省-东莞市-东莞-广东省东莞市企石镇企石运河北路303号1019室,1,0,正常公开,1:2023:0,2::-,3::-,4::-,5::-
内蒙古中科国信环保科技有限公司,91150602MA13NDYH8Q,内蒙古自治区-呼和浩特市-新城区-呼伦南路与陶利西街交叉口北200米环保小区一号楼2001,1,3,正常公开,1:2021:0,2:2022:0,3:2023:5,4::-,5::-
新疆新天蓝工程咨询服务有限责任公司,91650104MA79J1Q26L,新疆维吾尔自治区-乌鲁木齐市-高新区-高新技术产业开发区北区工业园正扬路256号401室-409室,1,3,正常公开,1:2021:24,2:2022:0,3:2023:0,4::-,5::-
粤鼎技术（佛山）有限公司,91440604MA54T0Y8XR,广东省-佛山市-禅城区-东平三路11号首层10号（住所申报）,1,3,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
重庆瀚宸环保工程有限责任公司,91500114MA5YTB0K9B,重庆市-重庆市-黔江区-正阳工业园区园区路白家河标准化厂房A栋2楼,1,0,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:5,5:2023:0
陕西万睿生态环境工程有限公司,91610102MA6X064181,陕西省-西安市-新城区-金花北路299号5号楼104室,1,5,正常公开,1:2019:0,2:2020:10,3:2021:0,4:2022:5,5:2023:0
久力环境科技（肇庆）有限公司,91441226MA5424UM29,广东省-肇庆市-德庆县-德庆县德城镇仁寿北路西侧清华花园二期C2幢首层1号商铺第一层,1,2,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
温州壹佳环保科技有限公司,91330301MA7D69DX1C,浙江省-温州市-龙湾区-瓯江口产业集聚区灵昆街道灵蓉街66号发展大厦5号楼606室,1,8,正常公开,1:2023:0,2::-,3::-,4::-,5::-
扬州生境环保科技有限公司,91321091MA1YFGE71E,江苏省-扬州市-经济技术开发区-维扬路27号（宝金广场）9幢1601室,1,4,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
天津创水环科技发展有限公司,91120102MA05UYEP1Q,天津市-天津市-南开区-红旗路中南广场东区2号楼2103,1,2,正常公开,1:2020:0,2:2021:0,3:2022:5,4:2023:0,5::-
江西清泓环保有限公司,91360111MA382G0JXD,江西省-南昌市-青山湖区-上坊路382号孵化大楼210室,1,2,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
湖南鑫煜环保科技有限公司,91430103MA4QYY8D3A,湖南省-长沙市-雨花区-湖南省长沙市雨花区万家丽中路三段106号御和苑1、9栋802,1,3,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
贵州荔梵环境工程咨询服务有限公司,91520191MACAJPXXXH,贵州省-贵阳市-贵州双龙航空港经济区-龙洞堡街道见龙洞路58号弘宇琉森堡59号楼2单元19层3号房,1,1,正常公开,1:2023:0,2::-,3::-,4::-,5::-
重庆浩源弘环保工程技术有限公司,91500108MA5U4T8H4U,重庆市-重庆市-经开区-重庆市经开区金紫街10号1栋第7层7-C号,1,3,正常公开,1:2019:0,2:2020:0,3:2021:7,4:2022:0,5:2023:0
湖北景环通生态环保科技有限公司,91420607MA49N0NB4W,湖北省-襄阳市-襄州区-航空路襄州城市广场5幢1单元1104号,1,2,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
余姚市姚东环保工程有限责任公司,91330281MA2CMUAL96,浙江省-宁波市-余姚市-三七市镇安捷东路90号,1,0,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
四川省旺极工程咨询有限公司,91510105MA7EJ6UF6B,四川省-成都市-青羊区-草堂北支路217号7层701号,1,6,正常公开,1:2022:0,2:2023:3,3::-,4::-,5::-
四川创美环保科技有限公司,915100007798349135,四川省-成都市-青羊区-腾飞大道189号15栋8层2号,1,6,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
云南高科环境保护科技有限公司,91530000690894362W,云南省-昆明市-西山区-云南省昆明市新闻南路23号,1,11,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:5,5:2024:0
冠誉环境（江苏）有限公司,91320281MAC3H7RL78,江苏省-无锡市-江阴市-长江路777号东方广场18号1301,1,12,正常公开,1:2023:0,2::-,3::-,4::-,5::-
西安中能环保科技有限公司,91610133MA6TYWQ61E,陕西省-西安市-曲江新区-翠薇路曲江6号小区15号楼15幢1单元10502室,1,4,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
济南雨之润环境技术有限公司,91370112307178671J,山东省-济南市-高新技术产业开发区-新泺大街1166号奥盛大厦1号楼22层东户,1,2,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
湖南坤泽环保技术有限公司,91430102MA4LMN09X1,湖南省-长沙市-雨花区-环保中路188号12栋602房,1,3,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
杭州敬天环境科技有限公司,91330106580289989L,浙江省-杭州市-西湖区-古墩路同人精华大厦1座421室,1,7,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
内蒙古环亚环保咨询有限公司,91150105093255490H,内蒙古自治区-呼和浩特市-赛罕区-乌兰察布东路85号内蒙古教育出版社图书售后服务大楼301-305室,1,0,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
北京绿源诚科技有限公司,91110113MA006GW58G,北京市-北京市-顺义区-龙湾屯镇府前街13号北楼321,1,3,正常公开,1:2023:0,2::-,3::-,4::-,5::-
遵义蓝源环保技术咨询服务有限公司,91520303MA6DMTYU0N,贵州省-遵义市-汇川区-香港路盛邦帝标B9-6,1,1,正常公开,1:2019:0,2:2020:0,3:2021:2,4:2022:0,5:2023:0
合肥驰阳环保科技有限公司,91340104MA8NY35N68,安徽省-合肥市-蜀山区-樊洼路1号乐彩中心8幢1006室,1,7,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
上海森恒环保科技有限公司,91310118MA1JMFNW54,上海市-上海市-奉贤区-奉柘公路2883号,1,5,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
青海智荣环保科技有限公司,91630105MA7NDD883E,青海省-西宁市-城北区-朝阳东路34-2号青海朝阳物流交易中心7楼704室,1,3,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
湖北务实环保工程有限公司,91420200MA488UY891,湖北省-黄石市-下陆区-杭州西路176号众创空间,1,0,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
河北双存工程技术有限公司,91130102MA0D2FR61G,河北省-石家庄市-长安区-金谈固地坛园12-1-501,1,1,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
湛江天惠生态环境有限公司,91440800MA52NUFX00,广东省-湛江市-经济技术开发区-湛江市人民大道中24号东方剑麻集团公司生活区B栋一门302房,1,5,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
重庆驰久环保工程有限公司,91500101MA5UJ0672B,重庆市-重庆市-万州区-陈家坝街道玉龙路620号1幢6-4,1,3,正常公开,1:2019:0,2:2020:0,3:2021:5,4:2022:5,5:2023:0
湖南科博环境服务有限公司,91430111MA4P9YE83L,湖南省-长沙市-雨花区-环保中路188号国际企业中心12栋401号,1,8,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
江门市侨乡环保科技有限公司,91440703MA7F45PG9M,广东省-江门市-蓬江区-江门万达广场10幢2505室自编01,1,2,正常公开,1:2022:0,2:2023:0,3:2024:0,4::-,5::-
西藏云海环保技术服务有限公司,91540400MA6TFBAG0J,西藏自治区-林芝市-巴宜区-迎宾路尚城花园8栋3单元601,1,1,正常公开,1:2020:0,2:2021:0,3:2022:5,4:2023:0,5::-
福建新纪元环保科技有限公司,91350100MA336P1X2D,福建省-福州市-晋安区-华林路271号幸福新村3号楼房屋第四层,1,0,正常公开,1:2021:5,2:2022:0,3:2023:5,4::-,5::-
湖南坤宇咨询管理有限公司,91430902MA4PLABP30,湖南省-益阳市-资阳区-沙头镇海南塘村c3幢105号,1,0,正常公开,1:2021:0,2:2022:3,3:2023:0,4::-,5::-
广东粤湛环保科技有限公司,91441900MA52DHH54J,广东省-湛江市-麻章区-麻章区育才南路23号,1,3,正常公开,1:2022:0,2:2023:5,3::-,4::-,5::-
联合泰泽（河北）环保咨询有限公司,91130606MA0GCLLAXU,河北省-保定市-高新技术产业开发区-保定市向阳北大街2628号广联云中心1号楼426室,1,11,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
云南泽塔工程技术咨询有限公司,91530112555146767M,云南省-昆明市-西山区-气象路王家坝23号办公楼五楼,1,0,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
珠海市凌越环保工程有限公司,9144040057238197X8,广东省-珠海市-香洲区-珠海市香洲区南屏科技工业园屏东六路1号9号楼第13层1304房,1,9,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
深圳市蓝清节能环保科技有限公司,91440300MA5DL47Q0A,广东省-深圳市-光明新区-玉塘街道田寮社区围园工业园宿舍B栋109,1,0,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
广州市渚江环保科技有限公司,91440101MA5CMAW086,广东省-广州市-花都区-花城街平步大道中花城小院创意园B7房,1,2,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
浙江中祈环保科技有限公司,91330110MA2KCGE07Y,浙江省-杭州市-余杭区-仓前街道良睦路1288号7幢205A,1,6,正常公开,1:2023:0,2::-,3::-,4::-,5::-
福建省福环环保科技有限公司,913501115895843196,福建省-福州市-晋安区-岳峰镇横屿路23号(原连江北路与化工路交叉处)东二环泰禾城市广场(一期)10＃楼2层03商业服务用房-2,1,2,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
江苏卓众环保科技有限公司,91320811MA215QB26G,江苏省-淮安市-清江浦区-淮安市清江浦区亿力未来城五期52号楼52-104室,1,5,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
四川仁欣环境工程咨询有限公司,91510100MA6DEBWL1T,四川省-成都市-天府新区-华阳镇华新街新疆石油花园1栋1层6、7号,1,3,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:5,5:2023:0
南阳清山环保科技有限公司,91411302MA9FPX3U86,河南省-南阳市-宛城区-南阳市宛城区滨河路与信臣路交叉口万正大帝苑南区1号楼1单元1303西户,1,2,正常公开,1:2023:0,2::-,3::-,4::-,5::-
众信汇达（天津）环保科技有限公司,91120110MA06EK8C2F,天津市-天津市-滨海高新区-华苑产业区（环外）海泰华科五路2号2号楼B座1005,1,2,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
江苏中威质量认证咨询有限公司,913201047217567054,江苏省-南京市-秦淮区-太平南路450号斯亚财富中心1701室,1,1,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
江西福康职业卫生技术服务有限公司,91360102352138396U,江西省-南昌市-南昌高新技术产业开发区-天祥北天道699号中节能江西低碳园5-1号楼一楼北侧,1,6,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
沈阳卓泰生态环境咨询有限公司,91210114MA7JQ2282J,辽宁省-沈阳市-于洪区-西江街260-2,1,0,正常公开,1:2022:5,2:2023:0,3::-,4::-,5::-
河北潺隆环保科技有限公司,91130127MACUAXY072,河北省-石家庄市-裕华区-东岗路299号蓝郡名邸B5号102,1,2,正常公开,1:2023:0,2::-,3::-,4::-,5::-
湛江市尚蓝环保科技有限公司,91440802MA53KLTN8M,广东省-湛江市-赤坎区-湛江市赤坎区广田路18号军警雅苑住宅楼第4层(银领(湛江)数字产业孵化园)4F-28,1,1,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
潮州同河环保科技有限公司,91445103MA53UWX0X1,广东省-潮州市-潮安区-彩塘镇金东村彩文路中段,1,5,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
四川青昕源环保工程有限公司,91510185MA6CFLM67H,四川省-成都市-简阳市-石桥镇大华国际农产品物流中心B1号18层,1,2,正常公开,1:2019:0,2:2020:15,3:2021:0,4:2022:0,5:2023:5
成都事久环保科技有限公司,91510104080624103K,四川省-成都市-锦江区-工业园三色路199号1栋2单元13楼,1,4,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
广东南歌环保科技有限公司,91440507MA5330LH8T,广东省-汕头市-高新技术产业开发区-科技东路10号超声科技大厦B座第十二层1203房,1,4,正常公开,1:2021:0,2:2022:5,3:2023:0,4::-,5::-
广东蓝润环保科技有限公司,91441300MA4X81TX5P,广东省-惠州市-仲恺高新区-惠州仲恺高新区立新路3-1号综合技术中心实验大楼9层01号913室,1,2,正常公开,1:2023:0,2::-,3::-,4::-,5::-
上饶市绿诚环境评估有限公司,91361102MA35N0T668,江西省-上饶市-信州区-站前二路松山安置小区管委会一楼408室,1,3,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
广州俊博环境保护技术服务有限公司,914401016718113228,广东省-广州市-黄埔区-科学大道80号1402房,1,3,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
楚雄有色勘测工程有限公司,915323007134750658,云南省-楚雄彝族自治州-楚雄市-经济技术开发区德江路120号,1,9,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
河北程睿环保集团有限公司,91130104MA0EP83P1L,河北省-石家庄市-晋州市-魏征街22号一层办公区,1,9,正常公开,1:2021:0,2:2022:0,3:2023:10,4::-,5::-
珠海振远环保工程有限公司,914404000702765394,广东省-珠海市-金湾区-红旗镇成行路288号47栋2单元303房,1,3,正常公开,1:2023:0,2::-,3::-,4::-,5::-
西安勤力环保科技服务有限公司,91610131673267228K,陕西省-西安市-高新技术产业开发区-高新四路零号丹枫国际11203室,1,0,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
山东绿韵环保科技有限公司,91371102MA3EL7EU3Y,山东省-日照市-东港区-日照街道海曲路安泰水晶城商务楼D座1108室,1,0,正常公开,1:2019:0,2:2020:7,3:2021:5,4:2022:0,5:2023:0
吉安市凯达环保治理有限公司,91360800796977326N,江西省-吉安市-吉州区-江西省吉安市吉州区韶山中路6号天一园小区G2-2幢,1,1,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
湖南晶康环保科技有限公司,91430100MA4L30YU10,湖南省-长沙市-国家高新技术产业开发区-麓松路459号东方红小区延农综合楼7楼卡-100号,1,2,正常公开,1:2019:0,2:2020:5,3:2021:5,4:2022:5,5:2023:0
河北椒实科技有限公司,91130104MA0FAYQL52,河北省-石家庄市-桥西区-城角街667号晟美家园1栋2单元1302室,1,0,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
苏州初点安全环保科技有限公司,91320582MA26J6030B,江苏省-苏州市-张家港市-杨舍镇扬子路18号,1,1,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
甘肃中兴环保科技有限公司,916208000792949957,甘肃省-平凉市-崆峒区-柳湖西路13号,1,0,正常公开,1:2020:0,2:2021:8,3:2022:0,4:2023:0,5::-
威海蓝欣环保科技有限公司,91371082MA3P8FBA11,山东省-威海市-荣成市-府西路178号,1,2,正常公开,1:2021:0,2:2022:8,3:2023:0,4:2024:0,5::-
三平环保咨询（北京）有限公司,91110106071662538K,北京市-北京市-东城区-天坛东里乙48号1幢1层118室,1,6,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
广西汉昌生态环境咨询有限公司,91450103MA5LB6271F,广西壮族自治区-南宁市-青秀区-仙葫大道16号鼎丰广场A座11层HC区,1,4,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
广西南宁中佳环境技术服务有限公司,914501006851906006,广西壮族自治区-南宁市-高新技术开发区-南宁市科园大道68号南宁高新区软件园二期6号楼第三层303号房,1,4,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
